dia;hora_minuto;registrador;tipo_estimado;valor_clp
2026-07-21;18:21;506;DINT32_CDAB_PALAVRA_1;713
2026-07-21;18:21;580;DINT32_ABCD_PALAVRA_2;2630
2026-07-21;18:21;581;DINT32_CDAB_PALAVRA_1;102
2026-07-21;18:21;582;DINT32_CDAB_PALAVRA_2;59
2026-07-21;18:21;586;DINT32_ABCD_PALAVRA_2;1024
2026-07-21;18:21;587;DINT32_CDAB_PALAVRA_1;170
2026-07-21;18:21;590;DINT32_CDAB_PALAVRA_1;493
2026-07-21;18:21;595;DINT32_ABCD_PALAVRA_2;513
2026-07-21;18:21;599;UDINT32_ABCD_PALAVRA_2;257
2026-07-21;18:21;978;DINT32_CDAB_PALAVRA_1;522
2026-07-21;18:21;996;DINT32_CDAB_PALAVRA_1;2643
2026-07-21;18:21;314;DINT32_ABCD_PALAVRA_2;2656
2026-07-21;18:21;323;DINT32_CDAB_PALAVRA_1;170
2026-07-21;18:21;326;DINT32_CDAB_PALAVRA_1;200
2026-07-21;18:21;335;BYTE/ENUM/BITFIELD;90
2026-07-21;18:21;339;BYTE/ENUM/BITFIELD;90
2026-07-21;18:21;341;DINT32_CDAB_PALAVRA_1;511
2026-07-21;18:21;343;DINT32_ABCD_PALAVRA_2;491
2026-07-21;18:21;354;DINT32_ABCD_PALAVRA_2;1024
2026-07-21;18:21;356;DINT32_ABCD_PALAVRA_1;238
2026-07-21;18:21;357;DINT32_CDAB_PALAVRA_1;6
2026-07-21;18:21;360;DINT32_ABCD_PALAVRA_2;256
2026-07-21;18:21;382;DINT32_CDAB_PALAVRA_1;6912
2026-07-21;18:21;501;DINT32_CDAB_PALAVRA_1;491
2026-07-21;18:21;525;DINT32_ABCD_PALAVRA_2;1127
2026-07-21;18:21;526;DINT32_ABCD_PALAVRA_2;3446
2026-07-21;18:21;527;DINT32_CDAB_PALAVRA_1;332
2026-07-21;18:21;528;DINT32_CDAB_PALAVRA_1;112
2026-07-21;18:21;580;DINT32_ABCD_PALAVRA_2;2663
2026-07-21;18:21;582;DINT32_CDAB_PALAVRA_2;58
2026-07-21;18:21;586;DINT32_ABCD_PALAVRA_2;1013
2026-07-21;18:21;587;DINT32_CDAB_PALAVRA_1;168
2026-07-21;18:21;590;DINT32_CDAB_PALAVRA_1;491
2026-07-21;18:21;594;DINT32_ABCD_PALAVRA_1;29
2026-07-21;18:21;595;DINT32_ABCD_PALAVRA_2;511
2026-07-21;18:21;599;UDINT32_ABCD_PALAVRA_2;256
2026-07-21;18:22;996;DINT32_CDAB_PALAVRA_1;2678
2026-07-21;18:22;1008;DINT32_ABCD_PALAVRA_2;14752
2026-07-21;18:22;1010;REAL32_DCBA_PALAVRA_1;14784
2026-07-21;18:22;1016;DINT32_ABCD_PALAVRA_2;735
2026-07-21;18:22;1050;DINT32_CDAB_PALAVRA_1;1024
2026-07-21;18:22;1051;DINT32_CDAB_PALAVRA_2;2678
2026-07-21;18:22;4;REAL32_BADC_PALAVRA_2;30913
2026-07-21;18:22;17;BYTE/ENUM/BITFIELD;48
2026-07-21;18:22;314;DINT32_ABCD_PALAVRA_2;2685
2026-07-21;18:22;315;DINT32_CDAB_PALAVRA_1;59
2026-07-21;18:22;323;DINT32_CDAB_PALAVRA_1;166
2026-07-21;18:22;326;DINT32_CDAB_PALAVRA_1;0
2026-07-21;18:22;334;DINT32_ABCD_PALAVRA_1;29
2026-07-21;18:22;341;DINT32_ABCD_PALAVRA_2;513
2026-07-21;18:22;343;DINT32_ABCD_PALAVRA_2;493
2026-07-21;18:22;354;DINT32_ABCD_PALAVRA_2;999
2026-07-21;18:22;360;DINT32_ABCD_PALAVRA_2;257
2026-07-21;18:22;382;DINT32_CDAB_PALAVRA_1;10240
2026-07-21;18:22;501;DINT32_CDAB_PALAVRA_1;493
2026-07-21;18:22;580;DINT32_ABCD_PALAVRA_2;2689
2026-07-21;18:22;582;DINT32_CDAB_PALAVRA_2;59
2026-07-21;18:22;586;DINT32_ABCD_PALAVRA_2;999
2026-07-21;18:22;587;DINT32_CDAB_PALAVRA_1;166
2026-07-21;18:22;590;DINT32_CDAB_PALAVRA_1;493
2026-07-21;18:22;595;DINT32_ABCD_PALAVRA_2;513
2026-07-21;18:22;599;UDINT32_ABCD_PALAVRA_2;257
2026-07-21;18:22;977;DINT32_ABCD_PALAVRA_2;492
2026-07-21;18:22;978;DINT32_CDAB_PALAVRA_1;521
2026-07-21;18:22;996;DINT32_CDAB_PALAVRA_1;2705
2026-07-21;18:22;314;DINT32_ABCD_PALAVRA_2;2723
2026-07-21;18:22;323;DINT32_CDAB_PALAVRA_1;159
2026-07-21;18:22;326;DINT32_CDAB_PALAVRA_1;100
2026-07-21;18:22;328;DINT32_CDAB_PALAVRA_1;521
2026-07-21;18:22;341;DINT32_CDAB_PALAVRA_1;511
2026-07-21;18:22;343;DINT32_ABCD_PALAVRA_2;491
2026-07-21;18:22;354;DINT32_ABCD_PALAVRA_2;958
2026-07-21;18:22;360;DINT32_ABCD_PALAVRA_2;255
2026-07-21;18:22;361;DINT32_CDAB_PALAVRA_1;499
2026-07-21;18:22;382;DINT32_CDAB_PALAVRA_1;13568
2026-07-21;18:22;500;DINT32_ABCD_PALAVRA_2;521
2026-07-21;18:22;501;DINT32_CDAB_PALAVRA_1;491
2026-07-21;18:22;506;DINT32_CDAB_PALAVRA_1;716
2026-07-21;18:22;580;DINT32_ABCD_PALAVRA_2;2730
2026-07-21;18:22;581;DINT32_CDAB_PALAVRA_1;104
2026-07-21;18:22;586;DINT32_ABCD_PALAVRA_2;958
2026-07-21;18:22;587;DINT32_CDAB_PALAVRA_1;159
2026-07-21;18:22;589;DINT32_ABCD_PALAVRA_2;521
2026-07-21;18:22;590;DINT32_CDAB_PALAVRA_1;491
2026-07-21;18:22;595;DINT32_ABCD_PALAVRA_2;511
2026-07-21;18:22;599;UDINT32_ABCD_PALAVRA_2;255
2026-07-21;18:22;605;DINT32_CDAB_PALAVRA_1;90
2026-07-21;18:22;607;DINT32_ABCD_PALAVRA_2;238
2026-07-21;18:22;608;DINT32_CDAB_PALAVRA_1;6
2026-07-21;18:22;681;BYTE/ENUM/BITFIELD;198
2026-07-21;18:22;996;DINT32_CDAB_PALAVRA_1;2744
2026-07-21;18:22;413;BOOL;1
2026-07-21;18:22;435;DINT32_ABCD_PALAVRA_2;104
2026-07-21;18:22;977;DINT32_ABCD_PALAVRA_2;493
2026-07-21;18:22;996;DINT32_CDAB_PALAVRA_1;2781
2026-07-21;18:22;314;DINT32_ABCD_PALAVRA_2;2802
2026-07-21;18:22;323;DINT32_CDAB_PALAVRA_1;146
2026-07-21;18:22;326;DINT32_CDAB_PALAVRA_1;0
2026-07-21;18:22;335;BYTE/ENUM/BITFIELD;91
2026-07-21;18:22;338;BYTE/ENUM/BITFIELD;10
2026-07-21;18:22;339;BYTE/ENUM/BITFIELD;91
2026-07-21;18:22;341;DINT32_ABCD_PALAVRA_2;513
2026-07-21;18:22;343;DINT32_ABCD_PALAVRA_2;493
2026-07-21;18:22;354;DINT32_ABCD_PALAVRA_2;876
2026-07-21;18:22;360;DINT32_ABCD_PALAVRA_2;256
2026-07-21;18:22;375;BYTE/ENUM/BITFIELD;52
2026-07-21;18:22;381;DINT32_ABCD_PALAVRA_2;13312
2026-07-21;18:22;382;DINT32_CDAB_PALAVRA_1;3840
2026-07-21;18:22;501;DINT32_CDAB_PALAVRA_1;493
2026-07-21;18:22;506;DINT32_CDAB_PALAVRA_1;718
2026-07-21;18:22;525;DINT32_ABCD_PALAVRA_2;1112
2026-07-21;18:22;526;DINT32_ABCD_PALAVRA_2;3477
2026-07-21;18:22;527;DINT32_CDAB_PALAVRA_1;326
2026-07-21;18:22;528;DINT32_CDAB_PALAVRA_1;108
2026-07-21;18:22;580;DINT32_ABCD_PALAVRA_2;2808
2026-07-21;18:22;581;DINT32_CDAB_PALAVRA_1;105
2026-07-21;18:22;586;DINT32_ABCD_PALAVRA_2;876
2026-07-21;18:22;587;DINT32_CDAB_PALAVRA_1;146
2026-07-21;18:22;590;DINT32_CDAB_PALAVRA_1;493
2026-07-21;18:22;595;DINT32_ABCD_PALAVRA_2;513
2026-07-21;18:22;596;BYTE/ENUM/BITFIELD;10
2026-07-21;18:22;599;UDINT32_ABCD_PALAVRA_2;256
2026-07-21;18:22;996;DINT32_CDAB_PALAVRA_1;2820
2026-07-21;18:23;314;DINT32_ABCD_PALAVRA_2;2840
2026-07-21;18:23;323;DINT32_CDAB_PALAVRA_1;140
2026-07-21;18:23;326;DINT32_CDAB_PALAVRA_1;200
2026-07-21;18:23;341;DINT32_CDAB_PALAVRA_1;511
2026-07-21;18:23;343;DINT32_ABCD_PALAVRA_2;491
2026-07-21;18:23;354;DINT32_ABCD_PALAVRA_2;841
2026-07-21;18:23;356;DINT32_ABCD_PALAVRA_1;220
2026-07-21;18:23;357;DINT32_CDAB_PALAVRA_1;35
2026-07-21;18:23;360;DINT32_ABCD_PALAVRA_2;255
2026-07-21;18:23;382;DINT32_CDAB_PALAVRA_1;7168
2026-07-21;18:23;501;DINT32_CDAB_PALAVRA_1;491
2026-07-21;18:23;506;DINT32_CDAB_PALAVRA_1;717
2026-07-21;18:23;580;DINT32_ABCD_PALAVRA_2;2847
2026-07-21;18:23;581;DINT32_CDAB_PALAVRA_1;101
2026-07-21;18:23;582;DINT32_CDAB_PALAVRA_2;58
2026-07-21;18:23;586;DINT32_ABCD_PALAVRA_2;841
2026-07-21;18:23;587;DINT32_CDAB_PALAVRA_1;140
2026-07-21;18:23;590;DINT32_CDAB_PALAVRA_1;491
2026-07-21;18:23;595;DINT32_ABCD_PALAVRA_2;511
2026-07-21;18:23;599;UDINT32_ABCD_PALAVRA_2;255
2026-07-21;18:23;605;BYTE/ENUM/BITFIELD;91
2026-07-21;18:23;607;DINT32_ABCD_PALAVRA_2;220
2026-07-21;18:23;608;DINT32_CDAB_PALAVRA_1;35
2026-07-21;18:23;977;DINT32_ABCD_PALAVRA_2;491
2026-07-21;18:23;996;DINT32_CDAB_PALAVRA_1;2859
2026-07-21;18:23;314;DINT32_ABCD_PALAVRA_2;2875
2026-07-21;18:23;315;DINT32_CDAB_PALAVRA_1;58
2026-07-21;18:23;323;DINT32_CDAB_PALAVRA_1;131
2026-07-21;18:23;341;DINT32_ABCD_PALAVRA_2;512
2026-07-21;18:23;343;DINT32_ABCD_PALAVRA_2;492
2026-07-21;18:23;354;DINT32_ABCD_PALAVRA_2;789
2026-07-21;18:23;360;DINT32_ABCD_PALAVRA_2;256
2026-07-21;18:23;361;DINT32_CDAB_PALAVRA_1;500
2026-07-21;18:23;382;DINT32_CDAB_PALAVRA_1;10496
2026-07-21;18:23;435;DINT32_ABCD_PALAVRA_2;142
2026-07-21;18:23;501;DINT32_CDAB_PALAVRA_1;493
2026-07-21;18:23;506;DINT32_CDAB_PALAVRA_1;719
2026-07-21;18:23;580;DINT32_ABCD_PALAVRA_2;2879
2026-07-21;18:23;581;DINT32_CDAB_PALAVRA_1;159
2026-07-21;18:23;586;DINT32_ABCD_PALAVRA_2;789
2026-07-21;18:23;587;DINT32_CDAB_PALAVRA_1;131
2026-07-21;18:23;590;DINT32_CDAB_PALAVRA_1;493
2026-07-21;18:23;595;DINT32_ABCD_PALAVRA_2;513
2026-07-21;18:23;599;UDINT32_ABCD_PALAVRA_2;256
2026-07-21;18:23;977;DINT32_ABCD_PALAVRA_2;493
2026-07-21;18:23;996;DINT32_CDAB_PALAVRA_1;2888
2026-07-21;18:23;435;DINT32_ABCD_PALAVRA_2;697
2026-07-21;18:23;501;DINT32_CDAB_PALAVRA_1;492
2026-07-21;18:23;580;DINT32_ABCD_PALAVRA_2;2878
2026-07-21;18:23;581;DINT32_CDAB_PALAVRA_1;759
2026-07-21;18:23;586;DINT32_ABCD_PALAVRA_2;756
2026-07-21;18:23;587;DINT32_CDAB_PALAVRA_1;126
2026-07-21;18:23;590;DINT32_CDAB_PALAVRA_1;492
2026-07-21;18:23;595;DINT32_ABCD_PALAVRA_2;512
2026-07-21;18:23;996;DINT32_CDAB_PALAVRA_1;2876
2026-07-21;18:23;1008;DINT32_ABCD_PALAVRA_2;15840
2026-07-21;18:23;1009;INT16/UINT16_AMBIGUO;5720
2026-07-21;18:23;1010;REAL32_DCBA_PALAVRA_1;15872
2026-07-21;18:23;1011;REAL32_DCBA_PALAVRA_2;5832
2026-07-21;18:23;1016;DINT32_ABCD_PALAVRA_2;529
2026-07-21;18:23;1051;DINT32_CDAB_PALAVRA_2;2875
2026-07-21;18:23;1052;INT16/UINT16_AMBIGUO;1056
2026-07-21;18:23;4;REAL32_BADC_PALAVRA_2;31425
2026-07-21;18:23;17;BYTE/ENUM/BITFIELD;176
2026-07-21;18:23;435;DINT32_ABCD_PALAVRA_2;1501
2026-07-21;18:23;1008;DINT32_ABCD_PALAVRA_2;15784
2026-07-21;18:23;1009;INT16/UINT16_AMBIGUO;10200
2026-07-21;18:23;1010;REAL32_DCBA_PALAVRA_1;15816
2026-07-21;18:23;1011;REAL32_DCBA_PALAVRA_2;10312
2026-07-21;18:23;1016;DINT32_ABCD_PALAVRA_2;528
2026-07-21;18:23;1050;DINT32_CDAB_PALAVRA_1;17408
2026-07-21;18:23;1051;DINT32_CDAB_PALAVRA_2;2865
2026-07-21;18:23;1052;INT16/UINT16_AMBIGUO;1868
2026-07-21;18:23;314;DINT32_ABCD_PALAVRA_2;2862
2026-07-21;18:23;315;DINT32_CDAB_PALAVRA_1;59
2026-07-21;18:23;323;DINT32_CDAB_PALAVRA_1;121
2026-07-21;18:23;328;DINT32_CDAB_PALAVRA_1;520
2026-07-21;18:23;335;BYTE/ENUM/BITFIELD;92
2026-07-21;18:23;339;BYTE/ENUM/BITFIELD;92
2026-07-21;18:23;341;DINT32_CDAB_PALAVRA_1;511
2026-07-21;18:23;343;DINT32_ABCD_PALAVRA_2;491
2026-07-21;18:23;354;DINT32_ABCD_PALAVRA_2;727
2026-07-21;18:23;356;DINT32_ABCD_PALAVRA_1;175
2026-07-21;18:23;357;DINT32_CDAB_PALAVRA_1;4
2026-07-21;18:23;360;DINT32_ABCD_PALAVRA_2;255
2026-07-21;18:23;361;DINT32_CDAB_PALAVRA_1;499
2026-07-21;18:23;381;DINT32_ABCD_PALAVRA_2;13568
2026-07-21;18:23;382;DINT32_CDAB_PALAVRA_1;5120
2026-07-21;18:23;500;DINT32_ABCD_PALAVRA_2;520
2026-07-21;18:23;501;DINT32_CDAB_PALAVRA_1;491
2026-07-21;18:23;506;DINT32_CDAB_PALAVRA_1;720
2026-07-21;18:23;525;DINT32_ABCD_PALAVRA_2;1103
2026-07-21;18:23;526;DINT32_ABCD_PALAVRA_2;3495
2026-07-21;18:23;580;DINT32_ABCD_PALAVRA_2;2855
2026-07-21;18:23;581;DINT32_CDAB_PALAVRA_1;2343
2026-07-21;18:23;582;DINT32_CDAB_PALAVRA_2;59
2026-07-21;18:23;586;DINT32_ABCD_PALAVRA_2;727
2026-07-21;18:23;587;DINT32_CDAB_PALAVRA_1;121
2026-07-21;18:23;589;DINT32_ABCD_PALAVRA_2;520
2026-07-21;18:23;590;DINT32_CDAB_PALAVRA_1;491
2026-07-21;18:23;595;DINT32_ABCD_PALAVRA_2;511
2026-07-21;18:23;599;UDINT32_ABCD_PALAVRA_2;255
2026-07-21;18:23;977;DINT32_ABCD_PALAVRA_2;492
2026-07-21;18:23;978;DINT32_CDAB_PALAVRA_1;520
2026-07-21;18:23;981;INT16/UINT16_AMBIGUO;439
2026-07-21;18:23;996;DINT32_CDAB_PALAVRA_1;2857
2026-07-21;18:24;314;DINT32_ABCD_PALAVRA_2;2866
2026-07-21;18:24;315;DINT32_CDAB_PALAVRA_1;58
2026-07-21;18:24;326;DINT32_CDAB_PALAVRA_1;100
2026-07-21;18:24;354;DINT32_ABCD_PALAVRA_2;729
2026-07-21;18:24;382;DINT32_CDAB_PALAVRA_1;8704
2026-07-21;18:24;506;DINT32_CDAB_PALAVRA_1;721
2026-07-21;18:24;580;DINT32_ABCD_PALAVRA_2;2869
2026-07-21;18:24;581;DINT32_CDAB_PALAVRA_1;2842
2026-07-21;18:24;582;DINT32_CDAB_PALAVRA_2;58
2026-07-21;18:24;586;DINT32_ABCD_PALAVRA_2;729
2026-07-21;18:24;981;INT16/UINT16_AMBIGUO;438
2026-07-21;18:24;996;DINT32_CDAB_PALAVRA_1;2884
2026-07-21;18:24;314;DINT32_ABCD_PALAVRA_2;2905
2026-07-21;18:24;316;BYTE/ENUM/BITFIELD;32
2026-07-21;18:24;323;DINT32_CDAB_PALAVRA_1;120
2026-07-21;18:24;341;DINT32_ABCD_PALAVRA_2;513
2026-07-21;18:24;343;DINT32_ABCD_PALAVRA_2;493
2026-07-21;18:24;354;DINT32_ABCD_PALAVRA_2;724
2026-07-21;18:24;360;DINT32_ABCD_PALAVRA_2;256
2026-07-21;18:24;382;DINT32_CDAB_PALAVRA_1;12032
2026-07-21;18:24;435;DINT32_ABCD_PALAVRA_2;2904
2026-07-21;18:24;501;DINT32_CDAB_PALAVRA_1;493
2026-07-21;18:24;580;DINT32_ABCD_PALAVRA_2;2908
2026-07-21;18:24;581;DINT32_CDAB_PALAVRA_1;2907
2026-07-21;18:24;584;BYTE/ENUM/BITFIELD;32
2026-07-21;18:24;586;DINT32_ABCD_PALAVRA_2;724
2026-07-21;18:24;587;DINT32_CDAB_PALAVRA_1;120
2026-07-21;18:24;590;DINT32_CDAB_PALAVRA_1;493
2026-07-21;18:24;595;DINT32_ABCD_PALAVRA_2;513
2026-07-21;18:24;599;UDINT32_ABCD_PALAVRA_2;256
2026-07-21;18:24;977;DINT32_ABCD_PALAVRA_2;493
2026-07-21;18:24;996;DINT32_CDAB_PALAVRA_1;2918
2026-07-21;18:24;1121;DINT32_CDAB_PALAVRA_1;480
2026-07-21;18:24;1151;DINT32_CDAB_PALAVRA_1;480
2026-07-21;18:24;1181;DINT32_CDAB_PALAVRA_1;480
2026-07-21;18:24;314;DINT32_ABCD_PALAVRA_2;2936
2026-07-21;18:24;315;DINT32_CDAB_PALAVRA_1;59
2026-07-21;18:24;323;DINT32_CDAB_PALAVRA_1;118
2026-07-21;18:24;327;DINT32_ABCD_PALAVRA_1;85
2026-07-21;18:24;328;DINT32_CDAB_PALAVRA_1;500
2026-07-21;18:24;336;BYTE/ENUM/BITFIELD;5
2026-07-21;18:24;341;DINT32_ABCD_PALAVRA_2;429
2026-07-21;18:24;343;DINT32_ABCD_PALAVRA_2;412
2026-07-21;18:24;354;DINT32_ABCD_PALAVRA_2;712
2026-07-21;18:24;355;BYTE/ENUM/BITFIELD;3
2026-07-21;18:24;360;DINT32_ABCD_PALAVRA_2;206
2026-07-21;18:24;361;DINT32_CDAB_PALAVRA_1;480
2026-07-21;18:24;381;DINT32_ABCD_PALAVRA_2;13824
2026-07-21;18:24;382;DINT32_CDAB_PALAVRA_1;0
2026-07-21;18:24;430;BYTE/ENUM/BITFIELD;3
2026-07-21;18:24;435;DINT32_ABCD_PALAVRA_2;2943
2026-07-21;18:24;603;BYTE/ENUM/BITFIELD;5
2026-07-21;18:24;605;DINT32_CDAB_PALAVRA_1;92
2026-07-21;18:24;607;DINT32_ABCD_PALAVRA_2;175
2026-07-21;18:24;608;DINT32_CDAB_PALAVRA_1;4
2026-07-21;18:24;977;DINT32_ABCD_PALAVRA_2;343
2026-07-21;18:24;978;DINT32_CDAB_PALAVRA_1;486
2026-07-21;18:24;996;DINT32_CDAB_PALAVRA_1;2952
2026-07-21;18:24;997;DINT32_CDAB_PALAVRA_2;68
2026-07-21;18:24;1121;DINT32_CDAB_PALAVRA_1;360
2026-07-21;18:24;1151;DINT32_CDAB_PALAVRA_1;360
2026-07-21;18:24;1181;DINT32_CDAB_PALAVRA_1;360
2026-07-21;18:24;314;DINT32_ABCD_PALAVRA_2;2917
2026-07-21;18:24;323;DINT32_CDAB_PALAVRA_1;116
2026-07-21;18:24;325;BYTE/ENUM/BITFIELD;35
2026-07-21;18:24;327;DINT32_ABCD_PALAVRA_1;87
2026-07-21;18:24;328;DINT32_CDAB_PALAVRA_1;519
2026-07-21;18:24;341;DINT32_ABCD_PALAVRA_2;456
2026-07-21;18:24;343;DINT32_ABCD_PALAVRA_2;438
2026-07-21;18:24;354;DINT32_ABCD_PALAVRA_2;698
2026-07-21;18:24;359;DINT32_ABCD_PALAVRA_1;77
2026-07-21;18:24;360;DINT32_ABCD_PALAVRA_2;227
2026-07-21;18:24;361;DINT32_CDAB_PALAVRA_1;497
2026-07-21;18:24;382;DINT32_CDAB_PALAVRA_1;3328
2026-07-21;18:24;500;DINT32_ABCD_PALAVRA_2;526
2026-07-21;18:24;501;DINT32_CDAB_PALAVRA_1;461
2026-07-21;18:24;506;DINT32_CDAB_PALAVRA_1;705
2026-07-21;18:24;508;DINT32_CDAB_PALAVRA_1;464
2026-07-21;18:24;521;DINT32_ABCD_PALAVRA_2;465
2026-07-21;18:24;525;DINT32_ABCD_PALAVRA_2;1087
2026-07-21;18:24;526;DINT32_ABCD_PALAVRA_2;3537
2026-07-21;18:24;527;DINT32_CDAB_PALAVRA_1;324
2026-07-21;18:24;528;DINT32_CDAB_PALAVRA_1;106
2026-07-21;18:24;571;DINT32_CDAB_PALAVRA_1;465
2026-07-21;18:24;580;DINT32_ABCD_PALAVRA_2;2926
2026-07-21;18:24;581;DINT32_CDAB_PALAVRA_1;2928
2026-07-21;18:24;582;DINT32_CDAB_PALAVRA_2;57
2026-07-21;18:24;586;DINT32_ABCD_PALAVRA_2;694
2026-07-21;18:24;587;DINT32_CDAB_PALAVRA_1;115
2026-07-21;18:24;588;DINT32_CDAB_PALAVRA_2;92
2026-07-21;18:24;589;DINT32_ABCD_PALAVRA_2;526
2026-07-21;18:24;590;DINT32_CDAB_PALAVRA_1;461
2026-07-21;18:24;595;DINT32_ABCD_PALAVRA_2;480
2026-07-21;18:24;597;BYTE/ENUM/BITFIELD;35
2026-07-21;18:24;599;UDINT32_ABCD_PALAVRA_2;242
2026-07-21;18:24;977;DINT32_ABCD_PALAVRA_2;437
2026-07-21;18:24;978;DINT32_CDAB_PALAVRA_1;517
2026-07-21;18:24;996;DINT32_CDAB_PALAVRA_1;2923
2026-07-21;18:24;997;DINT32_CDAB_PALAVRA_2;97
2026-07-21;18:24;1121;DINT32_ABCD_PALAVRA_2;481
2026-07-21;18:24;1151;DINT32_ABCD_PALAVRA_2;481
2026-07-21;18:24;1181;DINT32_ABCD_PALAVRA_2;481
2026-07-21;18:24;430;BYTE/ENUM/BITFIELD;2
2026-07-21;18:24;435;DINT32_ABCD_PALAVRA_2;2385
2026-07-21;18:25;601;DINT32_CDAB_PALAVRA_1;81
2026-07-21;18:25;605;DINT32_CDAB_PALAVRA_1;93
2026-07-21;18:25;607;DINT32_ABCD_PALAVRA_2;180
2026-07-21;18:25;608;DINT32_CDAB_PALAVRA_1;11
2026-07-21;18:25;1008;DINT32_ABCD_PALAVRA_2;15448
2026-07-21;18:25;1009;INT16/UINT16_AMBIGUO;11416
2026-07-21;18:25;1010;REAL32_DCBA_PALAVRA_1;15480
2026-07-21;18:25;1011;REAL32_DCBA_PALAVRA_2;11528
2026-07-21;18:25;1016;DINT32_ABCD_PALAVRA_2;501
2026-07-21;18:25;1020;DINT32_CDAB_PALAVRA_1;55
2026-07-21;18:25;1050;DINT32_CDAB_PALAVRA_1;17920
2026-07-21;18:25;1051;DINT32_CDAB_PALAVRA_2;2804
2026-07-21;18:25;1052;DINT32_CDAB_PALAVRA_1;2088
2026-07-21;18:25;1057;DINT32_ABCD_PALAVRA_2;99
2026-07-21;18:25;3;REAL32_BADC_PALAVRA_1;448
2026-07-21;18:25;4;REAL32_BADC_PALAVRA_2;64193
2026-07-21;18:25;18;INT16/UINT16_AMBIGUO;11581
2026-07-21;18:25;435;DINT32_ABCD_PALAVRA_2;1649
2026-07-21;18:25;601;DINT32_ABCD_PALAVRA_2;85
2026-07-21;18:25;977;DINT32_ABCD_PALAVRA_2;497
2026-07-21;18:25;978;DINT32_CDAB_PALAVRA_1;526
2026-07-21;18:25;996;DINT32_CDAB_PALAVRA_1;2776
2026-07-21;18:25;997;DINT32_CDAB_PALAVRA_2;100
2026-07-21;18:25;1121;DINT32_ABCD_PALAVRA_2;500
2026-07-21;18:25;1151;DINT32_ABCD_PALAVRA_2;500
2026-07-21;18:25;1181;DINT32_ABCD_PALAVRA_2;500
2026-07-21;18:25;314;DINT32_ABCD_PALAVRA_2;2769
2026-07-21;18:25;323;DINT32_CDAB_PALAVRA_1;114
2026-07-21;18:25;326;DINT32_CDAB_PALAVRA_1;0
2026-07-21;18:25;327;DINT32_ABCD_PALAVRA_1;99
2026-07-21;18:25;328;DINT32_CDAB_PALAVRA_1;525
2026-07-21;18:25;335;BYTE/ENUM/BITFIELD;93
2026-07-21;18:25;339;BYTE/ENUM/BITFIELD;93
2026-07-21;18:25;341;DINT32_ABCD_PALAVRA_2;517
2026-07-21;18:25;343;DINT32_ABCD_PALAVRA_2;496
2026-07-21;18:25;354;DINT32_ABCD_PALAVRA_2;687
2026-07-21;18:25;355;BYTE/ENUM/BITFIELD;4
2026-07-21;18:25;356;DINT32_ABCD_PALAVRA_1;180
2026-07-21;18:25;357;DINT32_CDAB_PALAVRA_1;11
2026-07-21;18:25;359;DINT32_ABCD_PALAVRA_1;85
2026-07-21;18:25;360;DINT32_ABCD_PALAVRA_2;260
2026-07-21;18:25;361;DINT32_CDAB_PALAVRA_1;502
2026-07-21;18:25;382;DINT32_CDAB_PALAVRA_1;13312
2026-07-21;18:25;500;DINT32_ABCD_PALAVRA_2;525
2026-07-21;18:25;501;DINT32_CDAB_PALAVRA_1;496
2026-07-21;18:25;506;DINT32_CDAB_PALAVRA_1;713
2026-07-21;18:25;508;DINT32_ABCD_PALAVRA_2;500
2026-07-21;18:25;521;DINT32_ABCD_PALAVRA_2;500
2026-07-21;18:25;571;DINT32_ABCD_PALAVRA_2;500
2026-07-21;18:25;580;DINT32_ABCD_PALAVRA_2;2769
2026-07-21;18:25;581;DINT32_CDAB_PALAVRA_1;1091
2026-07-21;18:25;582;DINT32_CDAB_PALAVRA_1;58
2026-07-21;18:25;586;DINT32_ABCD_PALAVRA_2;687
2026-07-21;18:25;587;DINT32_CDAB_PALAVRA_1;114
2026-07-21;18:25;588;DINT32_CDAB_PALAVRA_2;99
2026-07-21;18:25;589;DINT32_ABCD_PALAVRA_2;525
2026-07-21;18:25;590;DINT32_CDAB_PALAVRA_1;496
2026-07-21;18:25;595;DINT32_ABCD_PALAVRA_2;517
2026-07-21;18:25;599;UDINT32_ABCD_PALAVRA_2;260
2026-07-21;18:25;978;DINT32_CDAB_PALAVRA_1;525
2026-07-21;18:25;996;DINT32_CDAB_PALAVRA_1;2771
2026-07-21;18:25;314;DINT32_ABCD_PALAVRA_2;2772
2026-07-21;18:25;323;DINT32_CDAB_PALAVRA_1;117
2026-07-21;18:25;326;DINT32_CDAB_PALAVRA_1;100
2026-07-21;18:25;328;DINT32_CDAB_PALAVRA_1;524
2026-07-21;18:25;354;DINT32_ABCD_PALAVRA_2;702
2026-07-21;18:25;360;DINT32_ABCD_PALAVRA_2;259
2026-07-21;18:25;361;DINT32_CDAB_PALAVRA_1;500
2026-07-21;18:25;381;DINT32_ABCD_PALAVRA_2;14080
2026-07-21;18:25;382;DINT32_CDAB_PALAVRA_1;1536
2026-07-21;18:25;500;DINT32_ABCD_PALAVRA_2;524
2026-07-21;18:25;506;DINT32_CDAB_PALAVRA_1;717
2026-07-21;18:25;580;DINT32_ABCD_PALAVRA_2;2773
2026-07-21;18:25;581;DINT32_CDAB_PALAVRA_1;726
2026-07-21;18:25;586;DINT32_ABCD_PALAVRA_2;702
