dia;hora_minuto;registrador;tipo_estimado;valor_clp
2026-07-21;17:59;581;UINT16/CONTADOR ou INT16_POSITIVO;104
2026-07-21;17:59;586;UINT16/CONTADOR ou INT16_POSITIVO;467
2026-07-21;17:59;1008;INT16;65504
2026-07-21;17:59;1009;UINT16/CONTADOR ou INT16_POSITIVO;472
2026-07-21;17:59;1010;INT16;0
2026-07-21;17:59;1011;UINT16/CONTADOR ou INT16_POSITIVO;584
2026-07-21;17:59;1050;UINT16/CONTADOR ou INT16_POSITIVO;1024
2026-07-21;17:59;1052;UINT16/CONTADOR ou INT16_POSITIVO;105
2026-07-21;17:59;326;UINT16/CONTADOR ou INT16_POSITIVO;0
2026-07-21;17:59;354;UINT16/CONTADOR ou INT16_POSITIVO;467
2026-07-21;17:59;382;UINT16/CONTADOR ou INT16_POSITIVO;13568
2026-07-21;17:59;1008;UINT16;65496
2026-07-21;17:59;1009;INT16/UINT16_AMBIGUO;464
2026-07-21;17:59;1010;INT16;65528
2026-07-21;17:59;1011;INT16/UINT16_AMBIGUO;576
2026-07-21;17:59;1016;UINT16/CONTADOR ou INT16_POSITIVO;342
2026-07-21;17:59;1050;INT16/UINT16_AMBIGUO;16384
2026-07-21;17:59;1052;INT16/UINT16_AMBIGUO;104
2026-07-21;17:59;323;BYTE/ENUM/BITFIELD;78
2026-07-21;17:59;326;INT16/UINT16_AMBIGUO;200
2026-07-21;17:59;328;BYTE/ENUM/BITFIELD;5
2026-07-21;17:59;354;UINT16/CONTADOR ou INT16_POSITIVO;468
2026-07-21;17:59;381;UINT16/CONTADOR ou INT16_POSITIVO;7424
2026-07-21;17:59;382;INT16/UINT16_AMBIGUO;1536
2026-07-21;17:59;500;BYTE/ENUM/BITFIELD;5
2026-07-21;17:59;506;UINT16/CONTADOR ou INT16_POSITIVO;289
2026-07-21;17:59;586;UINT16/CONTADOR ou INT16_POSITIVO;468
2026-07-21;17:59;587;BYTE/ENUM/BITFIELD;78
2026-07-21;17:59;589;BYTE/ENUM/BITFIELD;5
2026-07-21;17:59;1008;UINT16;65488
2026-07-21;17:59;1009;INT16/UINT16_AMBIGUO;456
2026-07-21;17:59;1010;INT16;65520
2026-07-21;17:59;1011;INT16/UINT16_AMBIGUO;568
2026-07-21;17:59;1016;INT16/UINT16_AMBIGUO;346
2026-07-21;17:59;1050;INT16/UINT16_AMBIGUO;0
2026-07-21;17:59;1052;INT16/UINT16_AMBIGUO;102
2026-07-21;17:59;315;UINT16/CONTADOR ou INT16_POSITIVO;40
2026-07-21;17:59;323;BYTE/ENUM/BITFIELD;77
2026-07-21;17:59;338;BYTE/ENUM/BITFIELD;14
2026-07-21;17:59;354;INT16/UINT16_AMBIGUO;466
2026-07-21;17:59;382;INT16/UINT16_AMBIGUO;4864
2026-07-21;17:59;525;UINT16/CONTADOR ou INT16_POSITIVO;1292
2026-07-21;17:59;526;UINT16/CONTADOR ou INT16_POSITIVO;3103
2026-07-21;17:59;527;UINT16/CONTADOR ou INT16_POSITIVO;378
2026-07-21;17:59;528;BYTE/ENUM/BITFIELD;147
2026-07-21;17:59;581;INT16/UINT16_AMBIGUO;100
2026-07-21;17:59;586;INT16/UINT16_AMBIGUO;466
2026-07-21;17:59;587;BYTE/ENUM/BITFIELD;77
2026-07-21;17:59;596;BYTE/ENUM/BITFIELD;14
2026-07-21;18:00;978;BYTE/ENUM/BITFIELD;5
2026-07-21;18:00;1008;UINT16;65496
2026-07-21;18:00;1009;INT16/UINT16_AMBIGUO;464
2026-07-21;18:00;1010;INT16;65528
2026-07-21;18:00;1011;INT16/UINT16_AMBIGUO;576
2026-07-21;18:00;1016;INT16/UINT16_AMBIGUO;347
2026-07-21;18:00;1050;INT16/UINT16_AMBIGUO;17408
2026-07-21;18:00;1052;INT16/UINT16_AMBIGUO;104
2026-07-21;18:00;315;INT16/UINT16_AMBIGUO;39
2026-07-21;18:00;326;INT16/UINT16_AMBIGUO;0
2026-07-21;18:00;354;INT16/UINT16_AMBIGUO;465
2026-07-21;18:00;382;INT16/UINT16_AMBIGUO;8192
2026-07-21;18:00;435;UINT16/CONTADOR ou INT16_POSITIVO;105
2026-07-21;18:00;581;INT16/UINT16_AMBIGUO;107
2026-07-21;18:00;582;UINT16/CONTADOR ou INT16_POSITIVO;40
2026-07-21;18:00;586;INT16/UINT16_AMBIGUO;465
2026-07-21;18:00;1008;UINT16;65488
2026-07-21;18:00;1010;UINT16;65520
2026-07-21;18:00;1016;INT16/UINT16_AMBIGUO;346
2026-07-21;18:00;1050;INT16/UINT16_AMBIGUO;1024
2026-07-21;18:00;326;INT16/UINT16_AMBIGUO;100
2026-07-21;18:00;354;INT16/UINT16_AMBIGUO;467
2026-07-21;18:00;382;INT16/UINT16_AMBIGUO;11520
2026-07-21;18:00;435;INT16/UINT16_AMBIGUO;100
2026-07-21;18:00;1008;UINT16;65496
2026-07-21;18:00;1010;UINT16;65528
2026-07-21;18:00;1016;INT16/UINT16_AMBIGUO;341
2026-07-21;18:00;1050;INT16/UINT16_AMBIGUO;16384
2026-07-21;18:00;326;INT16/UINT16_AMBIGUO;200
2026-07-21;18:00;354;INT16/UINT16_AMBIGUO;465
2026-07-21;18:00;382;INT16/UINT16_AMBIGUO;14848
2026-07-21;18:00;435;INT16/UINT16_AMBIGUO;102
2026-07-21;18:00;581;INT16/UINT16_AMBIGUO;104
2026-07-21;18:00;582;INT16/UINT16_AMBIGUO;39
2026-07-21;18:00;1008;UINT16;65480
2026-07-21;18:00;1009;INT16/UINT16_AMBIGUO;456
2026-07-21;18:00;1010;UINT16;65512
2026-07-21;18:00;1011;INT16/UINT16_AMBIGUO;568
2026-07-21;18:00;1016;INT16/UINT16_AMBIGUO;338
2026-07-21;18:00;1050;INT16/UINT16_AMBIGUO;0
2026-07-21;18:00;1052;INT16/UINT16_AMBIGUO;102
2026-07-21;18:00;326;INT16/UINT16_AMBIGUO;0
2026-07-21;18:00;354;INT16/UINT16_AMBIGUO;466
2026-07-21;18:00;381;UINT16/CONTADOR ou INT16_POSITIVO;7680
2026-07-21;18:00;382;INT16/UINT16_AMBIGUO;2816
2026-07-21;18:01;315;INT16/UINT16_AMBIGUO;40
2026-07-21;18:01;326;INT16/UINT16_AMBIGUO;100
2026-07-21;18:01;328;BYTE/ENUM/BITFIELD;6
2026-07-21;18:01;354;INT16/UINT16_AMBIGUO;464
2026-07-21;18:01;382;INT16/UINT16_AMBIGUO;10752
2026-07-21;18:01;500;BYTE/ENUM/BITFIELD;6
2026-07-21;18:01;506;UINT16/CONTADOR ou INT16_POSITIVO;290
2026-07-21;18:01;525;INT16/UINT16_AMBIGUO;1289
2026-07-21;18:01;526;INT16/UINT16_AMBIGUO;3110
2026-07-21;18:01;527;INT16/UINT16_AMBIGUO;379
2026-07-21;18:01;528;INT16/UINT16_AMBIGUO;148
2026-07-21;18:01;582;INT16/UINT16_AMBIGUO;40
2026-07-21;18:01;586;INT16/UINT16_AMBIGUO;461
2026-07-21;18:01;587;BYTE/ENUM/BITFIELD;76
2026-07-21;18:01;589;BYTE/ENUM/BITFIELD;6
2026-07-21;18:01;689;BYTE/ENUM/BITFIELD;121
2026-07-21;18:01;1008;UINT16;65488
2026-07-21;18:01;1010;UINT16;65520
2026-07-21;18:01;1016;INT16/UINT16_AMBIGUO;341
2026-07-21;18:01;315;INT16/UINT16_AMBIGUO;39
2026-07-21;18:01;323;BYTE/ENUM/BITFIELD;76
2026-07-21;18:01;326;INT16/UINT16_AMBIGUO;200
2026-07-21;18:01;354;INT16/UINT16_AMBIGUO;461
2026-07-21;18:01;382;INT16/UINT16_AMBIGUO;14080
2026-07-21;18:01;581;INT16/UINT16_AMBIGUO;101
2026-07-21;18:01;582;INT16/UINT16_AMBIGUO;39
2026-07-21;18:01;978;BYTE/ENUM/BITFIELD;6
2026-07-21;18:01;1008;UINT16;65496
2026-07-21;18:01;1009;INT16/UINT16_AMBIGUO;464
2026-07-21;18:01;1010;UINT16;65528
2026-07-21;18:01;1011;INT16/UINT16_AMBIGUO;576
2026-07-21;18:01;1016;INT16/UINT16_AMBIGUO;343
2026-07-21;18:01;1050;INT16/UINT16_AMBIGUO;17408
2026-07-21;18:01;1052;INT16/UINT16_AMBIGUO;104
2026-07-21;18:01;315;INT16/UINT16_AMBIGUO;40
2026-07-21;18:01;326;INT16/UINT16_AMBIGUO;100
2026-07-21;18:01;354;INT16/UINT16_AMBIGUO;460
2026-07-21;18:01;381;UINT16/CONTADOR ou INT16_POSITIVO;7936
2026-07-21;18:01;382;INT16/UINT16_AMBIGUO;2304
2026-07-21;18:01;525;INT16/UINT16_AMBIGUO;1288
2026-07-21;18:01;526;INT16/UINT16_AMBIGUO;3112
2026-07-21;18:01;527;INT16/UINT16_AMBIGUO;376
2026-07-21;18:01;528;INT16/UINT16_AMBIGUO;146
2026-07-21;18:01;581;INT16/UINT16_AMBIGUO;102
2026-07-21;18:01;586;INT16/UINT16_AMBIGUO;460
2026-07-21;18:01;1008;UINT16;65504
2026-07-21;18:01;1010;UINT16;0
2026-07-21;18:01;1016;INT16/UINT16_AMBIGUO;337
2026-07-21;18:01;1050;INT16/UINT16_AMBIGUO;1024
2026-07-21;18:01;315;INT16/UINT16_AMBIGUO;39
2026-07-21;18:01;326;INT16/UINT16_AMBIGUO;0
2026-07-21;18:01;354;INT16/UINT16_AMBIGUO;457
2026-07-21;18:01;382;INT16/UINT16_AMBIGUO;5632
2026-07-21;18:01;435;INT16/UINT16_AMBIGUO;104
2026-07-21;18:01;581;INT16/UINT16_AMBIGUO;104
2026-07-21;18:01;582;INT16/UINT16_AMBIGUO;40
2026-07-21;18:01;586;INT16/UINT16_AMBIGUO;457
2026-07-21;18:02;1008;UINT16;65496
2026-07-21;18:02;1009;INT16/UINT16_AMBIGUO;448
2026-07-21;18:02;1010;UINT16;65528
2026-07-21;18:02;1011;INT16/UINT16_AMBIGUO;560
2026-07-21;18:02;1016;INT16/UINT16_AMBIGUO;331
2026-07-21;18:02;1020;UINT16/CONTADOR ou INT16_POSITIVO;40
2026-07-21;18:02;1050;INT16/UINT16_AMBIGUO;16384
2026-07-21;18:02;1052;INT16/UINT16_AMBIGUO;101
2026-07-21;18:02;323;BYTE/ENUM/BITFIELD;75
2026-07-21;18:02;354;INT16/UINT16_AMBIGUO;453
2026-07-21;18:02;382;INT16/UINT16_AMBIGUO;8960
2026-07-21;18:02;506;UINT16/CONTADOR ou INT16_POSITIVO;291
2026-07-21;18:02;582;INT16/UINT16_AMBIGUO;39
2026-07-21;18:02;586;INT16/UINT16_AMBIGUO;453
2026-07-21;18:02;587;BYTE/ENUM/BITFIELD;75
2026-07-21;18:02;2;BYTE/ENUM/BITFIELD;128
2026-07-21;18:02;4;UINT16/CONTADOR ou INT16_POSITIVO;14529
2026-07-21;18:02;5;UINT16/CONTADOR ou INT16_POSITIVO;15360
2026-07-21;18:02;6;UINT16/CONTADOR ou INT16_POSITIVO;16705
2026-07-21;18:02;15;UINT16/CONTADOR ou INT16_POSITIVO;0
2026-07-21;18:02;18;UINT16/CONTADOR ou INT16_POSITIVO;11557
2026-07-21;18:02;19;INT16;59394
2026-07-21;18:02;20;INT16/UINT16_AMBIGUO;33283
2026-07-21;18:02;27;INT16/UINT16_AMBIGUO;32768
2026-07-21;18:02;430;BOOL;1
2026-07-21;18:02;500;UINT16/CONTADOR ou INT16_POSITIVO;378
2026-07-21;18:02;501;UINT16/CONTADOR ou INT16_POSITIVO;95
2026-07-21;18:02;502;BYTE/ENUM/BITFIELD;13
2026-07-21;18:02;504;BYTE/ENUM/BITFIELD;128
2026-07-21;18:02;505;BYTE/ENUM/BITFIELD;0
2026-07-21;18:02;506;UINT16/CONTADOR ou INT16_POSITIVO;295
2026-07-21;18:02;508;UINT16/CONTADOR ou INT16_POSITIVO;95
2026-07-21;18:02;510;BOOL;1
2026-07-21;18:02;521;UINT16/CONTADOR ou INT16_POSITIVO;100
2026-07-21;18:02;522;BOOL;1
2026-07-21;18:02;571;UINT16/CONTADOR ou INT16_POSITIVO;100
2026-07-21;18:02;581;INT16/UINT16_AMBIGUO;105
2026-07-21;18:02;582;INT16/UINT16_AMBIGUO;40
2026-07-21;18:02;586;INT16/UINT16_AMBIGUO;451
2026-07-21;18:02;588;UINT16/CONTADOR ou INT16_POSITIVO;19
2026-07-21;18:02;589;UINT16/CONTADOR ou INT16_POSITIVO;378
2026-07-21;18:02;590;UINT16/CONTADOR ou INT16_POSITIVO;95
2026-07-21;18:02;595;UINT16/CONTADOR ou INT16_POSITIVO;99
2026-07-21;18:02;599;UINT16/CONTADOR ou INT16_POSITIVO;35
2026-07-21;18:02;977;UINT16/CONTADOR ou INT16_POSITIVO;115
2026-07-21;18:02;978;UINT16/CONTADOR ou INT16_POSITIVO;432
2026-07-21;18:02;981;UINT16/CONTADOR ou INT16_POSITIVO;439
2026-07-21;18:02;996;BYTE/ENUM/BITFIELD;2
2026-07-21;18:02;1008;UINT16;65528
2026-07-21;18:02;1009;INT16/UINT16_AMBIGUO;464
2026-07-21;18:02;1010;UINT16;24
2026-07-21;18:02;1011;INT16/UINT16_AMBIGUO;576
2026-07-21;18:02;1016;INT16/UINT16_AMBIGUO;326
2026-07-21;18:02;1017;BYTE/ENUM/BITFIELD;45
2026-07-21;18:02;1020;UINT16/CONTADOR ou INT16_POSITIVO;42
2026-07-21;18:02;1050;INT16/UINT16_AMBIGUO;0
2026-07-21;18:02;1051;BYTE/ENUM/BITFIELD;4
2026-07-21;18:02;1052;INT16/UINT16_AMBIGUO;104
2026-07-21;18:02;1057;UINT16/CONTADOR ou INT16_POSITIVO;25
2026-07-21;18:02;314;UINT16/CONTADOR ou INT16_POSITIVO;11
2026-07-21;18:02;315;INT16/UINT16_AMBIGUO;45
2026-07-21;18:02;323;BYTE/ENUM/BITFIELD;74
2026-07-21;18:02;326;INT16/UINT16_AMBIGUO;200
2026-07-21;18:02;327;UINT16/CONTADOR ou INT16_POSITIVO;30
2026-07-21;18:02;328;UINT16/CONTADOR ou INT16_POSITIVO;449
2026-07-21;18:02;336;BYTE/ENUM/BITFIELD;4
2026-07-21;18:02;341;UINT16/CONTADOR ou INT16_POSITIVO;156
2026-07-21;18:02;343;UINT16/CONTADOR ou INT16_POSITIVO;150
2026-07-21;18:02;354;INT16/UINT16_AMBIGUO;444
2026-07-21;18:02;355;BOOL;1
2026-07-21;18:02;359;UINT16/CONTADOR ou INT16_POSITIVO;51
2026-07-21;18:02;360;UINT16/CONTADOR ou INT16_POSITIVO;67
2026-07-21;18:02;361;UINT16/CONTADOR ou INT16_POSITIVO;429
2026-07-21;18:02;374;BYTE/ENUM/BITFIELD;12
2026-07-21;18:02;375;BYTE/ENUM/BITFIELD;32
2026-07-21;18:02;377;UINT16/CONTADOR ou INT16_POSITIVO;2026
2026-07-21;18:02;378;UINT16/CONTADOR ou INT16_POSITIVO;7
2026-07-21;18:02;379;UINT16/CONTADOR ou INT16_POSITIVO;22
2026-07-21;18:02;381;UINT16/CONTADOR ou INT16_POSITIVO;8192
2026-07-21;18:02;382;INT16/UINT16_AMBIGUO;7168
2026-07-21;18:02;500;UINT16/CONTADOR ou INT16_POSITIVO;456
2026-07-21;18:02;501;UINT16/CONTADOR ou INT16_POSITIVO;159
2026-07-21;18:02;506;UINT16/CONTADOR ou INT16_POSITIVO;318
2026-07-21;18:02;508;UINT16/CONTADOR ou INT16_POSITIVO;160
2026-07-21;18:02;521;UINT16/CONTADOR ou INT16_POSITIVO;165
2026-07-21;18:02;525;INT16/UINT16_AMBIGUO;1287
2026-07-21;18:02;526;INT16/UINT16_AMBIGUO;3114
2026-07-21;18:02;527;INT16/UINT16_AMBIGUO;374
2026-07-21;18:02;528;BYTE/ENUM/BITFIELD;145
2026-07-21;18:02;571;UINT16/CONTADOR ou INT16_POSITIVO;165
2026-07-21;18:02;580;UINT16/CONTADOR ou INT16_POSITIVO;13
2026-07-21;18:02;581;INT16/UINT16_AMBIGUO;104
2026-07-21;18:02;582;INT16/UINT16_AMBIGUO;45
2026-07-21;18:02;586;INT16/UINT16_AMBIGUO;439
2026-07-21;18:02;587;BYTE/ENUM/BITFIELD;73
2026-07-21;18:02;588;UINT16/CONTADOR ou INT16_POSITIVO;31
2026-07-21;18:02;589;UINT16/CONTADOR ou INT16_POSITIVO;456
2026-07-21;18:02;590;UINT16/CONTADOR ou INT16_POSITIVO;159
2026-07-21;18:02;595;UINT16/CONTADOR ou INT16_POSITIVO;165
2026-07-21;18:02;599;UINT16/CONTADOR ou INT16_POSITIVO;72
2026-07-21;18:03;1008;UINT16;56
2026-07-21;18:03;1009;INT16/UINT16_AMBIGUO;448
2026-07-21;18:03;1010;UINT16;88
2026-07-21;18:03;1011;INT16/UINT16_AMBIGUO;560
2026-07-21;18:03;1016;INT16/UINT16_AMBIGUO;324
2026-07-21;18:03;1017;BYTE/ENUM/BITFIELD;47
2026-07-21;18:03;1020;UINT16/CONTADOR ou INT16_POSITIVO;44
2026-07-21;18:03;1051;UINT16/CONTADOR ou INT16_POSITIVO;15
2026-07-21;18:03;1052;INT16/UINT16_AMBIGUO;101
2026-07-21;18:03;1057;UINT16/CONTADOR ou INT16_POSITIVO;36
2026-07-21;18:03;1121;UINT16/CONTADOR ou INT16_POSITIVO;195
2026-07-21;18:03;1151;UINT16/CONTADOR ou INT16_POSITIVO;195
2026-07-21;18:03;1181;UINT16/CONTADOR ou INT16_POSITIVO;195
2026-07-21;18:03;314;UINT16/CONTADOR ou INT16_POSITIVO;23
2026-07-21;18:03;315;INT16/UINT16_AMBIGUO;47
2026-07-21;18:03;323;BYTE/ENUM/BITFIELD;73
2026-07-21;18:03;326;INT16/UINT16_AMBIGUO;100
2026-07-21;18:03;327;UINT16/CONTADOR ou INT16_POSITIVO;42
2026-07-21;18:03;328;UINT16/CONTADOR ou INT16_POSITIVO;486
2026-07-21;18:03;341;UINT16/CONTADOR ou INT16_POSITIVO;223
2026-07-21;18:03;343;UINT16/CONTADOR ou INT16_POSITIVO;214
2026-07-21;18:03;354;INT16/UINT16_AMBIGUO;439
2026-07-21;18:03;359;UINT16/CONTADOR ou INT16_POSITIVO;56
2026-07-21;18:03;360;UINT16/CONTADOR ou INT16_POSITIVO;104
2026-07-21;18:03;361;UINT16/CONTADOR ou INT16_POSITIVO;466
2026-07-21;18:03;382;INT16/UINT16_AMBIGUO;10496
2026-07-21;18:03;435;INT16/UINT16_AMBIGUO;105
2026-07-21;18:03;500;UINT16/CONTADOR ou INT16_POSITIVO;491
2026-07-21;18:03;501;UINT16/CONTADOR ou INT16_POSITIVO;224
2026-07-21;18:03;506;UINT16/CONTADOR ou INT16_POSITIVO;336
2026-07-21;18:03;508;UINT16/CONTADOR ou INT16_POSITIVO;225
2026-07-21;18:03;521;UINT16/CONTADOR ou INT16_POSITIVO;230
2026-07-21;18:03;571;UINT16/CONTADOR ou INT16_POSITIVO;230
2026-07-21;18:03;580;UINT16/CONTADOR ou INT16_POSITIVO;30
2026-07-21;18:03;581;INT16/UINT16_AMBIGUO;105
2026-07-21;18:03;582;INT16/UINT16_AMBIGUO;47
2026-07-21;18:03;586;INT16/UINT16_AMBIGUO;440
2026-07-21;18:03;588;UINT16/CONTADOR ou INT16_POSITIVO;44
2026-07-21;18:03;589;UINT16/CONTADOR ou INT16_POSITIVO;491
2026-07-21;18:03;590;UINT16/CONTADOR ou INT16_POSITIVO;224
2026-07-21;18:03;595;UINT16/CONTADOR ou INT16_POSITIVO;233
2026-07-21;18:03;599;UINT16/CONTADOR ou INT16_POSITIVO;109
2026-07-21;18:03;977;UINT16/CONTADOR ou INT16_POSITIVO;244
2026-07-21;18:03;978;UINT16/CONTADOR ou INT16_POSITIVO;499
2026-07-21;18:03;981;UINT16/CONTADOR ou INT16_POSITIVO;438
2026-07-21;18:03;996;UINT16/CONTADOR ou INT16_POSITIVO;36
2026-07-21;18:03;1008;INT16/UINT16_AMBIGUO;168
2026-07-21;18:03;1009;INT16/UINT16_AMBIGUO;456
2026-07-21;18:03;1010;INT16/UINT16_AMBIGUO;200
2026-07-21;18:03;1011;INT16/UINT16_AMBIGUO;568
2026-07-21;18:03;1016;INT16/UINT16_AMBIGUO;327
2026-07-21;18:03;1017;UINT16/CONTADOR ou INT16_POSITIVO;49
2026-07-21;18:03;1020;BYTE/ENUM/BITFIELD;46
2026-07-21;18:03;1050;INT16/UINT16_AMBIGUO;1024
2026-07-21;18:03;1051;UINT16/CONTADOR ou INT16_POSITIVO;36
2026-07-21;18:03;1052;INT16/UINT16_AMBIGUO;102
2026-07-21;18:03;1057;UINT16/CONTADOR ou INT16_POSITIVO;49
2026-07-21;18:03;314;UINT16/CONTADOR ou INT16_POSITIVO;46
2026-07-21;18:03;315;INT16/UINT16_AMBIGUO;49
2026-07-21;18:03;326;INT16/UINT16_AMBIGUO;0
2026-07-21;18:03;327;UINT16/CONTADOR ou INT16_POSITIVO;55
2026-07-21;18:03;328;UINT16/CONTADOR ou INT16_POSITIVO;512
2026-07-21;18:03;341;UINT16/CONTADOR ou INT16_POSITIVO;289
2026-07-21;18:03;343;UINT16/CONTADOR ou INT16_POSITIVO;278
2026-07-21;18:03;354;INT16/UINT16_AMBIGUO;441
2026-07-21;18:03;355;BYTE/ENUM/BITFIELD;2
2026-07-21;18:03;359;UINT16/CONTADOR ou INT16_POSITIVO;62
2026-07-21;18:03;360;UINT16/CONTADOR ou INT16_POSITIVO;142
2026-07-21;18:03;361;UINT16/CONTADOR ou INT16_POSITIVO;491
2026-07-21;18:03;382;INT16/UINT16_AMBIGUO;13824
2026-07-21;18:03;500;UINT16/CONTADOR ou INT16_POSITIVO;515
2026-07-21;18:03;501;UINT16/CONTADOR ou INT16_POSITIVO;288
2026-07-21;18:03;506;UINT16/CONTADOR ou INT16_POSITIVO;358
2026-07-21;18:03;508;UINT16/CONTADOR ou INT16_POSITIVO;290
2026-07-21;18:03;521;UINT16/CONTADOR ou INT16_POSITIVO;295
2026-07-21;18:03;571;UINT16/CONTADOR ou INT16_POSITIVO;295
2026-07-21;18:03;580;UINT16/CONTADOR ou INT16_POSITIVO;50
2026-07-21;18:03;582;INT16/UINT16_AMBIGUO;49
2026-07-21;18:03;586;INT16/UINT16_AMBIGUO;441
2026-07-21;18:03;588;UINT16/CONTADOR ou INT16_POSITIVO;57
2026-07-21;18:03;589;UINT16/CONTADOR ou INT16_POSITIVO;515
2026-07-21;18:03;590;UINT16/CONTADOR ou INT16_POSITIVO;288
2026-07-21;18:03;595;UINT16/CONTADOR ou INT16_POSITIVO;300
2026-07-21;18:03;599;UINT16/CONTADOR ou INT16_POSITIVO;148
2026-07-21;18:03;977;UINT16/CONTADOR ou INT16_POSITIVO;308
2026-07-21;18:03;978;UINT16/CONTADOR ou INT16_POSITIVO;521
2026-07-21;18:03;996;UINT16/CONTADOR ou INT16_POSITIVO;59
2026-07-21;18:03;1008;INT16/UINT16_AMBIGUO;288
2026-07-21;18:03;1010;INT16;320
2026-07-21;18:03;1016;INT16/UINT16_AMBIGUO;325
2026-07-21;18:03;1017;BYTE/ENUM/BITFIELD;52
2026-07-21;18:03;1020;UINT16/CONTADOR ou INT16_POSITIVO;48
2026-07-21;18:03;1051;UINT16/CONTADOR ou INT16_POSITIVO;57
2026-07-21;18:03;1057;UINT16/CONTADOR ou INT16_POSITIVO;62
2026-07-21;18:03;314;UINT16/CONTADOR ou INT16_POSITIVO;72
2026-07-21;18:03;315;INT16/UINT16_AMBIGUO;51
2026-07-21;18:03;327;UINT16/CONTADOR ou INT16_POSITIVO;68
2026-07-21;18:03;328;UINT16/CONTADOR ou INT16_POSITIVO;529
2026-07-21;18:03;341;UINT16/CONTADOR ou INT16_POSITIVO;357
2026-07-21;18:03;343;UINT16/CONTADOR ou INT16_POSITIVO;343
2026-07-21;18:03;354;INT16/UINT16_AMBIGUO;439
2026-07-21;18:03;356;UINT16/CONTADOR ou INT16_POSITIVO;315
2026-07-21;18:03;357;UINT16/CONTADOR ou INT16_POSITIVO;43
2026-07-21;18:03;359;UINT16/CONTADOR ou INT16_POSITIVO;66
2026-07-21;18:03;360;UINT16/CONTADOR ou INT16_POSITIVO;181
2026-07-21;18:03;361;UINT16/CONTADOR ou INT16_POSITIVO;507
2026-07-21;18:03;381;UINT16/CONTADOR ou INT16_POSITIVO;8448
2026-07-21;18:03;382;INT16/UINT16_AMBIGUO;1792
2026-07-21;18:03;500;UINT16/CONTADOR ou INT16_POSITIVO;529
2026-07-21;18:03;501;UINT16/CONTADOR ou INT16_POSITIVO;344
2026-07-21;18:03;506;UINT16/CONTADOR ou INT16_POSITIVO;384
2026-07-21;18:03;508;UINT16/CONTADOR ou INT16_POSITIVO;345
2026-07-21;18:03;521;UINT16/CONTADOR ou INT16_POSITIVO;345
2026-07-21;18:03;571;UINT16/CONTADOR ou INT16_POSITIVO;345
2026-07-21;18:03;580;UINT16/CONTADOR ou INT16_POSITIVO;76
2026-07-21;18:03;581;INT16/UINT16_AMBIGUO;104
2026-07-21;18:03;582;INT16/UINT16_AMBIGUO;51
2026-07-21;18:03;586;INT16/UINT16_AMBIGUO;439
2026-07-21;18:03;588;UINT16/CONTADOR ou INT16_POSITIVO;68
2026-07-21;18:03;589;UINT16/CONTADOR ou INT16_POSITIVO;529
2026-07-21;18:03;590;UINT16/CONTADOR ou INT16_POSITIVO;344
2026-07-21;18:03;595;UINT16/CONTADOR ou INT16_POSITIVO;358
2026-07-21;18:03;599;UINT16/CONTADOR ou INT16_POSITIVO;181
2026-07-21;18:03;977;UINT16/CONTADOR ou INT16_POSITIVO;344
2026-07-21;18:03;978;UINT16/CONTADOR ou INT16_POSITIVO;529
2026-07-21;18:03;996;UINT16/CONTADOR ou INT16_POSITIVO;85
2026-07-21;18:03;1008;INT16;448
2026-07-21;18:03;1009;INT16/UINT16_AMBIGUO;464
2026-07-21;18:03;1010;INT16;480
2026-07-21;18:03;1011;INT16/UINT16_AMBIGUO;576
2026-07-21;18:03;1016;INT16/UINT16_AMBIGUO;321
2026-07-21;18:03;1017;BYTE/ENUM/BITFIELD;53
2026-07-21;18:03;1020;UINT16/CONTADOR ou INT16_POSITIVO;51
2026-07-21;18:03;1050;INT16/UINT16_AMBIGUO;0
2026-07-21;18:03;1051;UINT16/CONTADOR ou INT16_POSITIVO;86
2026-07-21;18:03;1052;INT16/UINT16_AMBIGUO;104
2026-07-21;18:03;1057;UINT16/CONTADOR ou INT16_POSITIVO;68
2026-07-21;18:03;314;UINT16/CONTADOR ou INT16_POSITIVO;100
2026-07-21;18:03;326;INT16/UINT16_AMBIGUO;100
2026-07-21;18:03;328;INT16/UINT16_AMBIGUO;527
2026-07-21;18:03;341;UINT16/CONTADOR ou INT16_POSITIVO;358
2026-07-21;18:03;343;UINT16/CONTADOR ou INT16_POSITIVO;344
2026-07-21;18:03;354;INT16/UINT16_AMBIGUO;440
2026-07-21;18:03;361;INT16/UINT16_AMBIGUO;505
2026-07-21;18:03;382;INT16/UINT16_AMBIGUO;5120
2026-07-21;18:03;435;INT16/UINT16_AMBIGUO;102
2026-07-21;18:03;500;INT16/UINT16_AMBIGUO;527
2026-07-21;18:03;501;INT16/UINT16_AMBIGUO;343
2026-07-21;18:03;506;UINT16/CONTADOR ou INT16_POSITIVO;409
2026-07-21;18:03;525;INT16/UINT16_AMBIGUO;1284
2026-07-21;18:03;526;INT16/UINT16_AMBIGUO;3120
2026-07-21;18:03;527;INT16/UINT16_AMBIGUO;372
2026-07-21;18:03;528;INT16/UINT16_AMBIGUO;143
2026-07-21;18:03;580;UINT16/CONTADOR ou INT16_POSITIVO;105
2026-07-21;18:03;581;INT16/UINT16_AMBIGUO;102
2026-07-21;18:03;586;INT16/UINT16_AMBIGUO;440
2026-07-21;18:03;589;INT16/UINT16_AMBIGUO;527
